,Model,posted_at,Year,Length,Beam,Draft,Location,Price,Material,Hull,Type,Rigging,Cabins,Condition
9828,C&amp;C Sloop with Centerboard,22-Jan-2022,1987,44',12.5',8.5',Outside United States,"$85,000",fiberglass,monohull,racer/cruiser,masthead sloop,2,excellent
9829,Achilles ,22-Jan-2022,,"7'6""'",',',Florida,"$1,600",fiberglass,monohull,dinghy,,,excellent
9830,Hunter 27ft,22-Jan-2022,1983,27',9'3',4',North Carolina,"$10,900",fiberglass,monohull,cruiser,masthead sloop,1,good
9831,Ontario Yachts Etchells 22,21-Jan-2022,1983,30',7',4.5',Illinois,"$4,000",fiberglass,monohull,racer,fractional sloop,,
9832,Sparkman &amp; Stephens Design  North Star Yachts North Star 600,21-Jan-2022,197,25.96',9',4',Illinois,"$1,750",fiberglass,monohull,cruiser,masthead sloop,,
9833,Pearson Triton,21-Jan-2022,,25',8',4.25',Illinois,"$2,500",fiberglass,monohull,cruiser,masthead sloop,,
9834,Mao Ta 36 AA-11C,05-Feb-2022,78,36',11.3',6',Florida,"$67,000",fiberglass,monohull,cruiser,cutter,2,good
9835,Beneteau Oceanis 390,20-Jan-2022,1990,38',13',4.5',Arkansas,"$63,000",fiberglass,monohull,cruiser,schooner,2,good
9836,Island Packet IP40 Sold,20-Jan-2022,1995,41',13',5',Outside United States,"$134,900",fiberglass,monohull,cruiser,cutter,3,good
9837,J Boats J-105,20-Jan-2022,1998,34',11',4'9',Oklahoma,"$72,000",fiberglass,monohull,racer/cruiser,,,excellent
9838,Bahama Islander 30,18-Jan-2022,1983,30',8',5',Missouri,"$15,000",fiberglass,monohull,cruiser,masthead sloop,1,good
9839,Hunter 44 DS,18-Jan-2022,2004,43.17',14.5',5',Outside United States,"$169,500",fiberglass,monohull,cruiser,fractional sloop,2,excellent
9840,Custom DeClerq Center Cockpit Shoal Draft Centerboard,19-Jan-2022,1981,51',15.7',6.5',Michigan,"$74,900",fiberglass,monohull,cruiser,masthead sloop,2,fair
9841,Bavaria Bavaria 34 Cruiser,18-Jan-2022,2010,34',12',6',Outside United States,"$78,000",fiberglass,monohull,cruiser,fractional sloop,3,good
9842,Hunter 376,17-Jan-2022,1996,37.5',12.5',5',Florida,"$46,000",fiberglass,monohull,cruiser,fractional sloop,2,good
9843,Tartan 40,11-Jul-2022,1985,40',12.7',5',Florida,"$105,000",fiberglass,monohull,racer/cruiser,masthead sloop,2,good
9844,Catalina 34 TR FK,17-Jan-2022,1989,34.5',11.75',5.58',New York,"$39,900",fiberglass,monohull,cruiser,masthead sloop,2,excellent
9845,Customflex Interlake,17-Jan-2022,1978,18.5',6',4.5',Tennessee,"$1,700",fiberglass,monohull,dinghy,fractional sloop,,good
9846,Fuji 45 Ketch Center Cockpit,16-Jul-2022,1975,45',12'8',5'6',Texas,"$55,000",fiberglass,monohull,cruiser,ketch,2,good
9847,Hunter 42 passage,16-Jan-2022,1994,42.8',14.2',4.9',Florida,"$94,000",fiberglass,monohull,cruiser,masthead sloop,2,excellent
9848,C &amp; C 40,16-Jan-2022,1988,40'9',13',6'4',Wisconsin,"$50,000",fiberglass,monohull,cruiser,masthead sloop,,
9849,TPI USA EXPO Solar Sailer,15-Jan-2022,1993,13.5',6',2.5',Virginia,"$1,500",fiberglass,monohull,dinghy,cat boat,,good
9850,Caliber Cutter,14-Jan-2022,1994,35',',',Florida,"$85,000",fiberglass,monohull,,,2,good
9851,Albin Ballad,14-Jan-2022,1979,30',10',5.5',Outside United States,"$22,000",fiberglass,monohull,cruiser,cutter,1,excellent
9852,Corbin Corbin 39 cotre,14-Jan-2022,1985,39',12',"5'6""'",Florida,"$50,000",fiberglass,monohull,racer/cruiser,cutter,2,
9853,Catalina Yachts Catalina 30,13-Jan-2022,1986,30',10.8',5.25',Michigan,"$27,500",fiberglass,monohull,cruiser,masthead sloop,1,excellent
9854,Lagoon 410 S2 Owners Version Catamaran,13-Jan-2022,2002,41',23',4',Florida,"$295,000",fiberglass,catamaran,cruiser,,,excellent
9855,Olson 30,13-Jan-2022,1979,30',9'6',6',Oregon,"$9,000",fiberglass,monohull,cruiser,,,project boat
9856,Beneteau 473,13-Jan-2022,2004,47',14.2',5.75',Florida,"$174,000",fiberglass,monohull,cruiser,,2,good
9857,CatalinaMorgan 38 CC,12-Jan-2022,1994,38'4',12'3',5'2',Florida,"$75,000",fiberglass,monohull,cruiser,masthead sloop,2,good
9858,Wauquiez Amphitrite,12-Jan-2022,1984,43',13',5' 10',Georgia,"$142,000",fiberglass,monohull,cruiser,ketch,2,excellent
9859,Bavaria 46C,11-Jan-2022,2005,46',16',7',,"$150,000",fiberglass,monohull,cruiser,cutter,4,excellent
9860,Islander Freeport 41,11-Jan-2022,1978,41',13'6',6',Outside United States,"$57,500",fiberglass,monohull,cruiser,ketch,,
9861,Luders 16,12-Jan-2022,1950,26',5'8',4',California,"$9,200",composite,monohull,racer/cruiser,fractional sloop,1,excellent
9862,C&amp;C 44 ft Sloop w Centerboard,10-Jan-2022,1987,44',12.5',5-8',Outside United States,$,fiberglass,monohull,racer/cruiser,masthead sloop,2,excellent
9863,Morgan Oi 41,09-Jan-2022,1971,41',14',43',Outside United States,"$25,000",fiberglass,monohull,cruiser,ketch,2,fair
9864,Hudson Force 50,09-Jan-2022,1979,65',14',6.5',Washington,"$175,000",fiberglass,monohull,cruiser,ketch,3,fair
9865,Tartan T-33,10-Jan-2022,1980,33.67',10.96',4.56',Ohio,"$30,900",fiberglass,monohull,cruiser,fractional sloop,2,excellent
9866,flying scot flying scot 19,09-Jan-2022,,19',7',3',Florida,"$5,000",fiberglass,monohull,daysailer,fractional sloop,,
9867,Tartan 3000,09-Jan-2022,1983,30',10',5.17',Maryland,"$13,000",fiberglass,monohull,cruiser,masthead sloop,1,good
9868,Catalina 36 Tall Rig,09-Jan-2022,1989,36',12',4.5',Florida,"$58,000",fiberglass,monohull,cruiser,masthead sloop,1,good
9869,Tartan 33,08-Jan-2022,1981,33'8',10'11',4'5',Ohio,"$29,700",fiberglass,monohull,cruiser,fractional sloop,,
9870,Amel Super Maramu Millenium Edition,07-Jan-2022,2004,53',15' 2',6' 9',Florida,"$294,900",fiberglass,monohull,cruiser,ketch,2,good
9871,Catalina 320,08-Jan-2022,1998,32.5',11.7',4.5',Maryland,"$63,000",fiberglass,monohull,cruiser,masthead sloop,1,good
9872,O'Day 25th Anniversary Edition Oday 26,07-Jan-2022,1985,26',8',2'6',Wisconsin,"$11,000",fiberglass,monohull,cruiser,,,excellent
9873,O'Day 34,06-Jan-2022,1981,34',11.25',5.58',Wisconsin,"$23,500",fiberglass,monohull,racer/cruiser,masthead sloop,2,excellent
9874,lagoon 410 S2 owners version,07-Apr-2022,2002,41',23',4',Florida,"$295,000",fiberglass,catamaran,cruiser,other,3,excellent
9875,Pearson 26,07-Jan-2022,1976,26',8',4.5',Michigan,"$6,900",fiberglass,monohull,daysailer,masthead sloop,1,excellent
9876,Maxi 108,06-Jan-2022,1982,35',11',6.7',Outside United States,"$65,000",fiberglass,monohull,racer/cruiser,cutter,2,excellent
9877,Vanguard Sunfish,06-Jan-2022,1998,14',',',Arizona,"$3,200",fiberglass,monohull,dinghy,other,,excellent
9878,Beneteau First 405,06-Jan-2022,1986,40'6',12'11',5',South Carolina,"$55,000",fiberglass,monohull,cruiser,masthead sloop,,
9879,Catalina Capri,22-Mar-2016,1998,16.5'',7'',4.5'',California,"$3,800",fiberglass,monohull,daysailer,,,good
9880,Fountain Pajot Eleuthera 60,22-Mar-2016,2007,61',35',4.8',,"$775,000",fiberglass,catamaran,cruiser,cat boat,4,excellent
9881,pearson p 30,22-Mar-2016,1976,30',9.50',5',New York,"$9,200",fiberglass,monohull,cruiser,masthead sloop,1,excellent
9882,Sanibel 18,21-Mar-2016,1989,18',',',Florida,$500,fiberglass,monohull,daysailer,,1,project boat
9883,dhyer dhow,21-Mar-2016,76,8',',',New Jersey,"$1,000",fiberglass,monohull,daysailer,,,excellent
9884,Catalina 30 Tall Rig,19-Mar-2016,1982,30',9',5',Florida,"$10,000",fiberglass,monohull,cruiser,masthead sloop,1,fair
9885,Fast Garvey ,19-Mar-2016,2014,10',5',',Oregon,"$1,500",wood,monohull,dinghy,,,excellent
9886,Macgregor 26S,18-Mar-2016,1990,26',8',1.5',Mississippi,"$7,200",fiberglass,monohull,daysailer,fractional sloop,1,good
9887,Canadian Sailcraft CS 33,18-Mar-2016,1986,33',10'8',4'9',Outside United States,"$38,000",fiberglass,monohull,racer/cruiser,masthead sloop,1,excellent
9888,Islander Yachts I 37 MS,17-Mar-2016,1970,37',10'10',6',Outside United States,"$35,000",fiberglass,monohull,motorsailer,masthead sloop,2,excellent
9889,Irwin Citation,16-Mar-2016,1978,31',11',5.4',Michigan,"$14,900",fiberglass,monohull,cruiser,masthead sloop,2,good
9890,Chrysler 22 Sandpiper,16-Mar-2016,1976,22',7.75',4',Illinois,"$4,000",fiberglass,monohull,racer/cruiser,,1,fair
9891,Pearson 31-2,15-Mar-2016,1987,31',',3'11',Texas,"$24,900",fiberglass,monohull,cruiser,,2,good
9892,Morgan 30/2,15-Mar-2016,1974,30',11',5.5',Illinois,"$5,000",fiberglass,monohull,racer/cruiser,,3,good
9893,Columbia 9.6,14-Mar-2016,1977,32',10',5.6',Maryland,"$7,500",fiberglass,monohull,cruiser,masthead sloop,2,good
9894,Oday Oday 192,14-Mar-2016,1986,18.58',7.0',4.1',,"$5,000",fiberglass,monohull,daysailer,fractional sloop,1,excellent
9895,O'Day Javelin,13-Mar-2016,1972,14',5.8',',Virginia,"$1,100",fiberglass,monohull,daysailer,other,0,fair
9896,Catalina 16.5,12-Mar-2016,2000,16.5',7',2',Washington,"$4,500",fiberglass,monohull,daysailer,fractional sloop,1,good
9897,marshall marine cat boat 22,12-Mar-2016,1985,22',10',2',Florida,"$22,000",fiberglass,monohull,daysailer,cat boat,1,excellent
9898,Catalina C27-tall rig,12-Mar-2016,1973,27',9',4',Colorado,"$8,900",fiberglass,monohull,cruiser,masthead sloop,2,good
9899,Pearson P31-2,12-Mar-2016,1991,31',10' 5',4',South Carolina,"$22,500",fiberglass,monohull,racer/cruiser,masthead sloop,1,good
9900,Baby Bermuda 40 Tripp Lentsch 29 TL 29 hull  15 of 50,11-Mar-2016,,29',10',4.5',Connecticut,"$15,500",fiberglass,monohull,cruiser,masthead sloop,2,good
9901,SOLD - Hunter 460,11-Mar-2016,2000,46'1',14'3',5'6',Texas,"$119,900",fiberglass,monohull,cruiser,masthead sloop,2,excellent
9902,Catalina Capri,11-Mar-2016,1979,18',8.5',2.5',Michigan,"$6,500",fiberglass,monohull,daysailer,,0,excellent
9903,Abbott Boat Works Abbott 36,10-Mar-2016,1985,36',10',"6'6""'",Outside United States,"$31,000",fiberglass,monohull,racer/cruiser,fractional sloop,1,excellent
9904,Pearson ,10-Mar-2016,1974,26',8.8',4',Maine,"$4,950",fiberglass,monohull,racer/cruiser,masthead sloop,2,good
9905,Catalina 27,10-Mar-2016,1986,27',8.8',4',Florida,"$13,900",fiberglass,monohull,racer/cruiser,other,2,excellent
9906,Philippine yacht company Race,10-Mar-2016,82,42.2',14',8',South Carolina,"$15,000",fiberglass,monohull,racer/cruiser,masthead sloop,1,fair
9907,Ranger 29,10-Mar-2016,1971,29',9.4',4.5',California,"$8,900",fiberglass,monohull,cruiser,masthead sloop,2,good
9908,MacGregor ,09-Mar-2016,1985,26',26',',North Carolina,"$4,000",fiberglass,monohull,cruiser,,1,good
9909,S-2 B,09-Mar-2016,1978,26',8',4',Texas,"$7,200",fiberglass,monohull,racer/cruiser,,1,
9910,Flying Tiger 10m ,09-Mar-2016,2007,32' 7',9',7'6',Georgia,"$49,000",fiberglass,monohull,racer,fractional sloop,1,excellent
9911,Hunter Legend 28.5,09-Mar-2016,1987,28.5',10.5',4',California,"$15,000",fiberglass,monohull,racer/cruiser,masthead sloop,3,excellent
9912,Catalina 1981 swing keel,08-Mar-2016,1981,25',8',25',New York,"$3,200",fiberglass,monohull,cruiser,masthead sloop,2,excellent
9913,Pearson 34,08-Mar-2016,1984,34',11',',Texas,"$28,400",fiberglass,monohull,cruiser,,2,good
9914,J  Boat J/40,08-Mar-2016,1990,40',12',',Rhode Island,"$104,995",fiberglass,monohull,cruiser,,2,
9915,Islander Bahama 30,08-Mar-2016,1981,30',10',5',Texas,"$19,900",composite,monohull,,masthead sloop,1,fair
9916,Southcoast 22,08-Mar-2016,1972,22',7',34',Minnesota,"$4,500",fiberglass,monohull,cruiser,,,good
9917,Beneteau First 38s5,07-Mar-2016,1991,38',12',7',California,"$64,500",fiberglass,monohull,racer/cruiser,fractional sloop,2,excellent
9918,Hunter H260,07-Mar-2016,2002,26',8.6',1.5-6',New York,"$19,500",fiberglass,monohull,cruiser,fractional sloop,2,excellent
9919,Reliance Cutter,07-Mar-2016,2004,44',11'8',6'2',Florida,"$48,500",fiberglass,monohull,cruiser,cutter,,good
9920,Lancer Lancer 42 motor sailer,06-Mar-2016,1981,42',12',6',Outside United States,"$115,000",fiberglass,monohull,cruiser,masthead sloop,2,good
9921,Dufour Arpege,06-Mar-2016,1970,30',10',4.5',Massachusetts,"$10,000",fiberglass,monohull,racer/cruiser,masthead sloop,,
9922,Bali 4.5,05-Mar-2016,2020,45',24',3',California,$,fiberglass,catamaran,cruiser,fractional sloop,3,new
9923,Bali 4.1,05-Mar-2016,2020,40',22',3',California,$,fiberglass,catamaran,cruiser,fractional sloop,3,new
9924,Bali 4.3,05-Mar-2016,2020,43',23'5'',3',California,$,fiberglass,catamaran,cruiser,fractional sloop,3,new
9925,Hunter 170,04-Mar-2016,2004,17',7',6',Pennsylvania,"$3,000",fiberglass,monohull,daysailer,fractional sloop,0,good
9926,Laser Sunfish,03-Mar-2016,1995,13',',',Florida,"$1,100",fiberglass,monohull,racer/cruiser,,,good
9927,Hinckley Co Southwest Harbor Maine Sou'Wester,03-Mar-2016,1950,34',9',5',Vermont,"$18,500",wood,monohull,cruiser,fractional sloop,2,good
9928,Catalina 387,03-Mar-2016,,',',',Texas,"$146,000",fiberglass,monohull,cruiser,,,good
9929,Pearson 27,03-Mar-2016,1988,27',',',Texas,"$17,900",fiberglass,monohull,cruiser,,,good
9930,Formosa Seagull,03-Mar-2016,1980,35',11',4.5',Maryland,"$10,500",fiberglass,monohull,cruiser,ketch,3,fair
9931,seafarer fast,03-Mar-2016,1968,31.9',8.6',4.5',Ohio,"$10,000",fiberglass,monohull,cruiser,masthead sloop,1,excellent
9932,C&amp;C 29 MK1,03-Mar-2016,1978,29.5',10.3',6',New York,"$20,000",fiberglass,monohull,racer/cruiser,masthead sloop,1,excellent
9933,CE Ryder Portsmouth Yacht Co Eastward Ho,02-Mar-2016,1978,31',10',4.2',Florida,"$12,900",fiberglass,monohull,cruiser,masthead sloop,1,good
9934,Eddy &amp; Duff Stonehorse,02-Mar-2016,1983,23',8',3',Washington,"$12,000",fiberglass,monohull,cruiser,cutter,1,good
9935,Hunter 30T,02-Mar-2016,1993,30',11',4.25',Michigan,"$39,000",fiberglass,monohull,cruiser,fractional sloop,,excellent
9936,SOLD - Hunter Cherubini,01-Mar-2016,1981,27.17',9.25',4.25',Virginia,"$7,500",fiberglass,monohull,cruiser,masthead sloop,,good
9937,Chrysler 22 Sandpiper,29-Feb-2016,70,22',7.75',4.92',California,$,fiberglass,monohull,cruiser,masthead sloop,1,project boat
9938,ODay 25,29-Feb-2016,1975,25',',2',Virginia,"$5,500",fiberglass,monohull,racer/cruiser,masthead sloop,1,good
9939,Hunter Cutter,29-Feb-2016,1980,37',11.10',5',New York,"$39,500",fiberglass,monohull,cruiser,cutter,3,excellent
9940,HUNTER LEGEND,29-Feb-2016,1988,41.5',13.5',5'0',Florida,"$54,900",fiberglass,monohull,cruiser,masthead sloop,2,excellent
9941,Catalina 27,28-Feb-2016,1989,27'',8' 10',4' 0',Ohio,"$17,995",fiberglass,monohull,cruiser,masthead sloop,1,excellent
9942,Transfusion Boat Works Transfusion 15.5,28-Feb-2016,1997,16',',5',Illinois,"$2,000",fiberglass,monohull,daysailer,,,good
9943,Macgregor Venture 24,27-Feb-2016,1970,24.5',7.5',1.5-4',Wisconsin,"$3,800",fiberglass,monohull,cruiser,masthead sloop,1,good
9944,O'Day 26,27-Feb-2016,1985,26',8',2.5',Georgia,"$7,500",fiberglass,monohull,cruiser,masthead sloop,1,good
9945,Hunter 27 Sloop,27-Feb-2016,1980,27',10',4',Florida,"$4,000",fiberglass,monohull,cruiser,masthead sloop,2,good
9946,Hunter 146,27-Feb-2016,2006,14.5',6'6',6'',Florida,"$2,500",fiberglass,monohull,cruiser,masthead sloop,,good
9947,EXE Fibercraft Limited Nordica 20,26-Feb-2016,1978,20',8',3.3',New York,"$5,500",fiberglass,monohull,cruiser,masthead sloop,2,good
9948,sabre 34 mkII,25-Feb-2016,1986,34',11'4',6',Michigan,"$45,000",fiberglass,monohull,cruiser,masthead sloop,2,excellent
9949,Herreshoff America 18,25-Feb-2016,1974,18',8',2',Maine,"$9,500",fiberglass,monohull,daysailer,cat boat,1,good
9950,Bayliner Bucaneer,25-Feb-2016,1973,24',8',2.5',Outside United States,"$3,577",fiberglass,monohull,daysailer,other,,good
9951,Beneteau First 36.7,25-Feb-2016,2008,',',',Outside United States,"$115,000",fiberglass,monohull,racer/cruiser,,3,excellent
9952,Lapworth L36,24-Feb-2016,1960,36',9.5',5.5',California,"$20,000",wood,monohull,racer,masthead sloop,1,
9953,Pearson 10m,23-Feb-2016,1975,33',',',Ohio,"$18,900",fiberglass,monohull,racer/cruiser,,,good
9954,Erickson 26,23-Feb-2016,1987,26',',',Ohio,"$13,500",fiberglass,monohull,cruiser,,,excellent
9955,S2 28,23-Feb-2016,1981,28',9.5',4.5',Michigan,"$9,200",fiberglass,monohull,motorsailer,masthead sloop,1,fair
9956,The Landing School Haven 12 1/2,23-Feb-2016,2008,16',',',Maine,"$29,500",wood,monohull,daysailer,,,new
9957,Hunter 28.5,23-Feb-2016,1986,28.5',10.6',5.2',Texas,"$18,000",fiberglass,monohull,cruiser,,1,excellent
9961,Catalina Yachts C30,06-Nov-2014,1983,30',10'10',5',Florida,"$34,900",fiberglass,monohull,cruiser,masthead sloop,1,excellent
9962,Melges C-Scow,06-Nov-2014,1982,20',8',',Minnesota,"$1,500",fiberglass,monohull,cruiser,cat boat,,
9963,Fountaine Pajot Salina Fractional Ownership,06-Nov-2014,2008,48',26',4.5',Outside United States,"$300,000",fiberglass,catamaran,cruiser,fractional sloop,4,excellent
9964,pier yacht 41m schooner,06-Nov-2014,,130',',',Outside United States,"$4,500,000",steel,monohull,motorsailer,schooner,5,new
9965,Pearson 28,05-Nov-2014,1978,28',9'3',5'',Maryland,"$9,900",fiberglass,monohull,cruiser,,1,good
9966,Tanzer ,04-Nov-2014,1974,22',',',Ohio,"$2,950",fiberglass,monohull,daysailer,,1,good
9967,catalina 445,04-Nov-2014,2011,44.5',13.7',6.1',New York,"$315,900",fiberglass,monohull,racer/cruiser,masthead sloop,3,excellent
9968,Bluewater Ingrid,04-Nov-2014,,38',',6',Washington,"$28,000",fiberglass,monohull,cruiser,cutter,2,good
9969,Jeanneau 49 DS,03-Nov-2014,2005,49',14'9',7'1',Outside United States,"$260,000",fiberglass,monohull,cruiser,masthead sloop,3,excellent
9970,HUNTER PASSAGE,03-Nov-2014,1999,45',14',6',Kentucky,"$115,500",fiberglass,monohull,motorsailer,ketch,2,excellent
9971,Hunter 30 Foot Tall Rig,02-Nov-2014,1989,30',11',4-3',Illinois,"$30,000",fiberglass,monohull,cruiser,,1,good
9972,Catalina Capri,02-Nov-2014,2001,22',8'6',3',Wisconsin,"$12,500",fiberglass,monohull,racer/cruiser,fractional sloop,,excellent
9973,catalina catalina 34,02-Nov-2014,1988,34',11',6',Illinois,"$35,000",fiberglass,monohull,cruiser,masthead sloop,,excellent
9974,erickson ,02-Nov-2014,1982,36',12',6'6''',Texas,"$29,998",fiberglass,monohull,racer/cruiser,masthead sloop,2,good
9975,merit merit 23,01-Nov-2014,1985,22',',',Arkansas,"$2,600",fiberglass,monohull,cruiser,masthead sloop,1,fair
9976,Cantiere del Prado Italy GRAND SOLEIL 52  - very good condition,01-Nov-2014,1991,52',',',Outside United States,$,fiberglass,monohull,cruiser,fractional sloop,3,good
9977,Fairways Marine Fisher 30,31-Oct-2014,1976,30',10',4',Maryland,"$42,000",fiberglass,monohull,motorsailer,ketch,3,
9978,Islander MK II,31-Oct-2014,1976,30',10',4',California,"$12,000",fiberglass,monohull,cruiser,masthead sloop,2,good
9979,com-pac sweet 16,29-Oct-2014,1974,16',6',1.5',Mississippi,"$4,500",fiberglass,monohull,cruiser,other,1,good
9980,hunter 28.5,29-Oct-2014,1986,29'',10'5',4'2',New Jersey,"$18,900",fiberglass,monohull,cruiser,masthead sloop,4,good
9981,Pierson ,29-Oct-2014,1968,27',',4.5',Michigan,"$3,499",fiberglass,monohull,cruiser,,1,project boat
9982,coronado deep keel cruiser,28-Oct-2014,1979,22',8',3',Washington,"$2,400",fiberglass,monohull,daysailer,masthead sloop,1,good
9983,Dyer Dhow sailing dinghy,28-Oct-2014,2002,8',4',05',Connecticut,"$2,650",fiberglass,monohull,dinghy,other,0,excellent
9984,CSY 44 Center Cockpit Cutter,28-Oct-2014,1978,44',13' 2',6' 2',Hawaii,"$79,900",fiberglass,monohull,cruiser,cutter,2,good
9985,Catalina 27,28-Oct-2014,1985,27',8'10',3'5',New Jersey,"$13,900",fiberglass,monohull,cruiser,masthead sloop,3,excellent
9986,Cal T/2,27-Oct-2014,1974,28',9',4.5',North Carolina,"$4,000",fiberglass,monohull,racer/cruiser,,,
9987,Mac Gregor 36 catamaran,26-Oct-2014,1978,36',18',2',California,"$32,000",fiberglass,monohull,racer/cruiser,masthead sloop,2,excellent
9988,Schock Santana,25-Oct-2014,73,27',9.5',4.5',California,"$12,000",fiberglass,monohull,cruiser,masthead sloop,1,good
9989,Bayfield Bayfield,24-Oct-2014,1985,25',8',"2'11""'",Massachusetts,"$10,000",fiberglass,monohull,cruiser,masthead sloop,1,good
9990,BOSTON WHALER 13 SPORT,23-Oct-2014,1986,13',',',Florida,"$6,800",fiberglass,,dinghy,,,excellent
9991,Island Packet 26' MKII Full Keel,23-Oct-2014,1984,26',10.5',3.75',Florida,"$24,500",fiberglass,monohull,cruiser,masthead sloop,0,good
9992,Stevens homebuilt weekender,23-Oct-2014,,19',',',Massachusetts,$900,wood,monohull,cruiser,other,,project boat
9993,Ranger Yachts Ranger 26,23-Oct-2014,,26',8.5',4.3',Massachusetts,"$3,500",fiberglass,monohull,cruiser,masthead sloop,,excellent
9994,Cherubini RAIDER,23-Oct-2014,1982,33',',',Virginia,"$14,000",fiberglass,monohull,racer/cruiser,,,good
9995,Jachtbouw Nienke 2,23-Oct-2014,1968,30',7',4',Outside United States,"$22,000",steel,monohull,motorsailer,ketch,2,excellent
9996,Corsair Marine 28 CC,23-Oct-2014,2006,28',19.75',4.9',California,"$68,000",fiberglass,trimaran,racer/cruiser,fractional sloop,2,excellent
9997,Paceship Seagull,22-Oct-2014,1965,16',',3',Georgia,"$1,700",fiberglass,monohull,daysailer,other,1,excellent
9998,O'Day O'Day 23,21-Oct-2014,1980,23',7.92',5.33',Outside United States,"$4,500",fiberglass,monohull,cruiser,masthead sloop,1,excellent
9999,Ericson 25,21-Oct-2014,1979,25.5',9'3',4'11',California,"$5,900",fiberglass,monohull,cruiser,fractional sloop,0,good
10000,Catalina 310,20-Oct-2014,2000,31',11.5',5.7',California,"$75,000",fiberglass,monohull,racer/cruiser,masthead sloop,1,excellent
10001,CATALINA C-22,20-Oct-2014,1983,22',8',5'-0',Illinois,"$5,400",fiberglass,monohull,daysailer,masthead sloop,1,excellent
